"Id","MSZoning","LotFrontage","Neighborhood","Condition1","BldgType","OverallQual","YearBuilt","YearRemodAdd","BsmtFinSF1","TotalBsmtSF","Heating","CentralAir","Electrical","X1stFlrSF","GrLivArea","BsmtFullBath","FullBath","BedroomAbvGr","TotRmsAbvGrd","Fireplaces","GarageCars","GarageArea","WoodDeckSF","OpenPorchSF","MoSold","YrSold","SalePrice","Electrical_imp","TotalBaths","CentralAirnum","HeatingQCnum"
743,"RL",65,"SawyerW","Norm","1Fam",7,2000,2001,0,1349,"GasA","Y","SBrkr",1349,1349,0,2,3,6,0,2,539,120,55,12,2007,179000,FALSE,2,2,1
744,"RL",70,"Sawyer","Norm","1Fam",5,1963,1999,444,520,"GasA","Y","SBrkr",1464,1464,0,2,3,6,1,2,480,302,0,10,2009,175000,FALSE,3,2,1
745,"RL",41,"StoneBr","Norm","TwnhsE",8,1993,1993,733,1337,"GasA","Y","SBrkr",1337,1337,1,2,2,5,1,2,462,96,0,10,2008,180000,FALSE,3,2,2
746,"RL",80,"NWAmes","Norm","1Fam",8,1976,1996,575,1142,"GasA","Y","SBrkr",1175,2715,0,3,4,11,2,2,831,0,204,7,2008,299800,FALSE,5,2,1
747,"RL",65,"Gilbert","Norm","1Fam",7,2000,2000,300,952,"GasA","Y","SBrkr",980,2256,0,2,4,8,1,2,554,224,54,4,2009,236000,FALSE,3,2,1
749,"RL",59,"NoRidge","Norm","1Fam",7,1996,1996,919,1720,"GasA","Y","SBrkr",1720,1720,1,2,3,7,1,2,527,240,56,3,2010,260400,FALSE,3,2,1
750,"RL",50,"Edwards","Norm","1Fam",4,1945,1950,0,0,"Wall","N","FuseF",1088,1529,0,2,4,9,0,1,240,92,0,4,2009,98000,FALSE,2,1,3
751,"RM",55,"OldTown","Norm","1Fam",4,1910,2004,0,576,"GasA","Y","SBrkr",792,1140,0,1,3,7,0,0,0,0,160,6,2010,96500,FALSE,1,2,2
752,"RL",65,"Gilbert","RRAn","1Fam",7,2003,2003,0,660,"GasA","Y","SBrkr",660,1320,0,2,3,6,0,2,400,0,48,8,2007,162000,FALSE,3,2,1
753,"RL",79,"CollgCr","Norm","1Fam",6,1997,1997,1200,1479,"GasA","Y","SBrkr",1494,1494,1,2,3,6,0,2,576,168,27,7,2006,217000,FALSE,3,2,1
754,"RL",80,"NridgHt","Norm","1Fam",8,2005,2005,0,1030,"GasA","Y","SBrkr",1038,2098,0,2,3,8,1,3,878,192,52,3,2006,275500,FALSE,3,2,2
755,"RL",61,"NAmes","Norm","1Fam",6,1969,2005,439,1026,"GasA","Y","SBrkr",1026,1026,1,1,3,5,0,2,440,171,48,7,2009,156000,FALSE,2,2,2
756,"FV",34,"Somerst","Norm","TwnhsE",6,1999,1999,381,729,"GasA","Y","SBrkr",742,1471,0,2,3,6,0,2,440,0,24,3,2009,172500,FALSE,3,2,2
757,"RL",68,"CollgCr","Norm","1Fam",8,2007,2007,20,866,"GasA","Y","SBrkr",866,1768,0,2,3,7,0,2,578,144,105,4,2009,212000,FALSE,3,2,1
758,"RL",71,"Sawyer","Norm","1Fam",6,1978,1978,438,672,"GasA","Y","SBrkr",672,1386,0,2,3,6,1,2,440,335,0,4,2010,158900,FALSE,3,2,3
759,"FV",24,"Somerst","Norm","Twnhs",7,1999,1999,549,744,"GasA","Y","SBrkr",757,1501,0,2,3,6,0,2,440,0,0,8,2008,179400,FALSE,3,2,2
760,"RL",65,"NoRidge","Norm","1Fam",8,1995,1995,56,1318,"GasA","Y","SBrkr",1328,2531,0,2,4,9,1,3,752,222,98,11,2007,290000,FALSE,3,2,1
761,"RL",70,"NAmes","Norm","1Fam",6,1959,1959,612,864,"GasA","Y","SBrkr",864,864,0,1,2,5,0,1,300,0,0,10,2009,127500,FALSE,1,2,1
762,"RM",60,"BrkSide","Feedr","1Fam",5,1924,1950,405,1145,"GasA","Y","SBrkr",1301,1301,0,1,2,5,0,2,440,0,0,10,2009,100000,FALSE,1,2,3
763,"FV",72,"Somerst","Norm","1Fam",7,2009,2009,24,756,"GasA","Y","SBrkr",764,1547,0,2,3,7,0,2,614,169,45,6,2010,215200,FALSE,3,2,1
764,"RL",82,"NoRidge","Norm","1Fam",8,1999,1999,1163,1252,"GasA","Y","SBrkr",1268,2365,1,2,3,8,1,3,856,0,128,7,2009,337000,FALSE,4,2,1
765,"RL",30,"Veenker","Norm","TwnhsE",8,1995,1996,437,1494,"GasA","Y","SBrkr",1494,1494,1,1,2,6,1,2,481,0,30,4,2006,270000,FALSE,3,2,1
766,"RL",75,"Somerst","Norm","1Fam",9,2008,2008,0,1498,"GasA","Y","SBrkr",1506,1506,0,2,2,6,1,2,592,0,174,8,2008,264132,FALSE,2,2,1
767,"RL",80,"NWAmes","Norm","1Fam",7,1988,1988,394,980,"GasA","Y","SBrkr",980,1714,0,2,3,7,1,2,496,228,66,3,2010,196500,FALSE,3,2,3
768,"RL",75,"Mitchel","Norm","1Fam",6,1940,1985,660,983,"GasA","Y","SBrkr",983,1750,1,2,4,7,0,1,423,245,0,7,2008,160000,FALSE,3,2,1
769,"RL",70,"CollgCr","Norm","1Fam",7,2004,2005,24,1860,"GasA","Y","SBrkr",1836,1836,0,2,3,8,1,2,484,120,33,10,2006,216837,FALSE,2,2,1
771,"RL",71,"Sawyer","Norm","1Fam",5,1982,1982,685,858,"GasA","Y","SBrkr",858,858,1,1,2,5,0,2,576,120,0,4,2009,134900,FALSE,2,2,3
772,"RL",67,"Edwards","Norm","1Fam",4,1951,1951,836,836,"GasA","Y","FuseF",1220,1220,0,1,2,6,0,2,396,0,0,4,2006,102000,FALSE,1,2,3
773,"RL",94,"Edwards","Norm","1Fam",6,1976,1976,422,1029,"GasA","Y","SBrkr",1117,1117,1,1,3,6,1,2,672,144,0,3,2010,107000,FALSE,2,2,3
774,"RL",70,"NAmes","Feedr","1Fam",5,1958,1958,456,912,"GasA","Y","FuseA",912,912,0,1,2,5,0,1,275,0,0,7,2007,114500,FALSE,1,2,1
776,"RM",32,"Mitchel","Norm","TwnhsE",6,1998,1998,866,1204,"GasA","Y","SBrkr",1204,1204,1,2,2,5,0,2,412,0,247,6,2009,162000,FALSE,3,2,1
777,"RL",86,"CollgCr","Norm","1Fam",7,2005,2006,20,1614,"GasA","Y","SBrkr",1614,1614,0,2,3,7,0,3,865,144,59,7,2006,221500,FALSE,2,2,1
778,"RL",100,"Sawyer","Norm","1Fam",5,1974,1974,762,864,"GasA","Y","SBrkr",894,894,1,1,3,5,1,2,440,241,0,6,2006,142500,FALSE,2,2,3
779,"RH",60,"SawyerW","Feedr","Duplex",5,1977,1977,0,0,"GasA","Y","SBrkr",2020,2020,0,2,4,10,2,2,630,0,0,10,2007,144000,FALSE,2,2,3
780,"RL",78,"Mitchel","Norm","Duplex",6,1977,1977,975,975,"GasA","Y","SBrkr",1004,1004,1,1,2,4,0,2,504,0,0,5,2006,135000,FALSE,2,2,3
781,"RL",63,"Gilbert","Norm","1Fam",7,1995,1996,0,1237,"GasA","Y","SBrkr",1253,1253,0,2,3,6,1,2,402,220,21,6,2007,176000,FALSE,2,2,2
782,"RL",65,"SawyerW","Norm","1Fam",6,1992,1992,387,761,"GasA","Y","SBrkr",810,1603,0,2,3,7,0,2,484,0,124,7,2006,175900,FALSE,3,2,1
783,"RL",67,"CollgCr","Norm","1Fam",7,2001,2002,0,1413,"GasA","Y","SBrkr",1430,1430,0,2,3,6,0,2,605,0,33,6,2009,187100,FALSE,2,2,1
784,"RL",73,"Mitchel","Norm","1Fam",5,1978,1978,1097,1097,"GasA","Y","SBrkr",1110,1110,1,1,1,4,1,2,602,303,30,7,2009,165500,FALSE,2,2,1
785,"RM",35,"OldTown","Norm","1Fam",6,1914,2001,0,742,"GasA","Y","SBrkr",742,1484,0,2,3,9,1,0,0,0,291,6,2008,128000,FALSE,2,2,1
786,"RL",80,"NWAmes","Feedr","1Fam",6,1967,1967,251,1372,"GasA","Y","SBrkr",1342,1342,0,2,3,7,1,2,457,0,0,9,2009,161500,FALSE,2,2,3
787,"RM",60,"OldTown","Artery","1Fam",5,1915,1950,686,686,"GasA","Y","SBrkr",966,1652,1,2,4,7,0,1,416,0,0,6,2010,139000,FALSE,3,2,3
788,"RL",76,"SawyerW","Norm","1Fam",7,2004,2004,656,956,"GasA","Y","SBrkr",956,2084,1,2,4,8,0,2,618,0,45,1,2010,233000,FALSE,4,2,1
789,"RM",50,"OldTown","Norm","1Fam",4,1954,2000,0,901,"GasA","Y","SBrkr",901,901,0,1,2,4,0,1,281,0,0,8,2008,107900,FALSE,1,2,1
790,"RL",80,"ClearCr","Norm","1Fam",6,1966,2007,568,832,"GasA","Y","SBrkr",976,2087,0,2,5,9,0,2,444,133,168,7,2007,187500,FALSE,3,2,2
791,"RL",43,"Blmngtn","Norm","TwnhsE",7,2005,2006,16,1145,"GasA","Y","SBrkr",1145,1145,0,2,2,5,1,2,397,100,16,9,2009,160200,FALSE,2,2,1
792,"RL",73,"Mitchel","Norm","1Fam",6,1976,1976,539,1029,"GasA","Y","SBrkr",1062,1062,1,1,3,5,2,2,539,120,0,5,2007,146800,FALSE,2,2,3
793,"RL",92,"NoRidge","Norm","1Fam",7,1996,1997,862,1117,"GasA","Y","SBrkr",1127,2013,1,2,3,8,1,2,455,180,130,6,2007,269790,FALSE,4,2,1
794,"RL",76,"Somerst","Norm","1Fam",8,2007,2007,0,1496,"GasA","Y","SBrkr",1496,1496,0,2,3,7,0,2,474,168,130,6,2007,225000,FALSE,2,2,1
795,"RL",65,"Gilbert","Norm","1Fam",7,1994,1996,0,712,"GasA","Y","SBrkr",1086,1895,0,2,3,7,1,2,409,143,46,10,2008,194500,FALSE,3,2,1
796,"RL",70,"SawyerW","Norm","1Fam",6,1980,1981,0,650,"GasA","Y","SBrkr",888,1564,0,2,3,7,1,2,476,0,50,4,2010,171000,FALSE,3,2,3
797,"RL",71,"Sawyer","Norm","1Fam",6,1977,1977,0,660,"GasA","Y","SBrkr",1285,1285,0,1,3,7,1,2,528,138,0,4,2007,143500,FALSE,2,2,1
798,"RL",57,"NAmes","Norm","1Fam",5,1953,1953,570,773,"GasA","Y","SBrkr",773,773,0,1,2,4,0,1,240,0,0,4,2008,110000,FALSE,1,2,2
800,"RL",60,"SWISU","Feedr","1Fam",5,1937,1950,569,731,"GasA","Y","SBrkr",981,1768,1,1,3,7,2,1,240,0,0,6,2007,175000,FALSE,3,2,1
801,"RL",79,"ClearCr","Feedr","1Fam",6,1997,1997,462,616,"GasA","Y","SBrkr",616,1688,1,2,4,8,0,2,603,403,114,5,2008,200000,FALSE,4,2,2
802,"RM",40,"IDOTRR","Norm","1Fam",4,1916,1990,197,1196,"GasA","Y","FuseA",1196,1196,1,1,2,5,0,2,440,0,0,7,2007,109900,FALSE,2,2,1
803,"RL",63,"CollgCr","Norm","1Fam",7,2005,2005,648,728,"GasA","Y","SBrkr",728,1456,1,2,3,7,1,2,410,36,18,10,2008,189000,FALSE,4,2,1
805,"RL",75,"NAmes","Norm","1Fam",5,1954,1954,812,936,"GasA","Y","SBrkr",1128,1128,0,1,2,5,0,1,286,0,0,6,2006,118000,FALSE,1,2,3
806,"RL",91,"Somerst","Norm","1Fam",7,2008,2008,0,1417,"GasA","Y","SBrkr",1428,1428,0,2,3,6,0,2,554,0,60,7,2008,227680,FALSE,2,2,1
807,"RL",75,"NAmes","Norm","1Fam",5,1967,1967,400,980,"GasA","Y","SBrkr",980,980,0,2,3,6,0,1,384,68,0,10,2006,135500,FALSE,2,2,2
808,"RL",144,"BrkSide","Norm","1Fam",5,1923,2004,1309,1324,"GasA","Y","SBrkr",1072,1576,2,1,3,6,1,2,528,0,312,5,2009,223500,FALSE,4,2,1
809,"RL",85,"NAmes","Norm","1Fam",5,1966,1966,516,1024,"GasA","Y","SBrkr",1086,1086,1,1,3,6,1,2,484,0,0,6,2006,159950,FALSE,2,2,3
810,"RM",90,"OldTown","Norm","1Fam",5,1898,1965,0,849,"GasA","N","FuseA",1075,2138,0,2,2,11,0,2,360,40,156,11,2009,106000,FALSE,2,1,3
811,"RL",78,"NWAmes","Norm","1Fam",6,1974,1999,663,1040,"GasA","Y","SBrkr",1309,1309,1,1,3,5,1,2,484,265,0,1,2006,181000,FALSE,3,2,4
812,"RM",70,"CollgCr","Norm","TwnhsE",6,2004,2004,662,848,"GasA","Y","SBrkr",848,848,1,1,1,4,1,2,420,140,0,6,2008,144500,FALSE,2,2,1
813,"C (all)",66,"IDOTRR","Norm","1Fam",5,1952,1952,0,540,"GasA","N","FuseA",1044,1044,0,1,2,4,0,2,504,0,0,6,2010,55993,FALSE,1,1,3
814,"RL",75,"NAmes","Norm","1Fam",6,1958,1958,608,1442,"GasA","Y","SBrkr",1442,1442,0,1,4,7,0,1,301,0,0,4,2007,157900,FALSE,2,2,2
815,"RL",45,"Edwards","Norm","1Fam",5,1918,1950,0,686,"GasW","Y","SBrkr",686,1250,0,1,3,7,0,1,280,207,0,7,2006,116000,FALSE,3,2,2
816,"RL",48,"CollgCr","Norm","1Fam",7,1998,1998,0,1649,"GasA","Y","SBrkr",1661,1661,0,2,3,6,0,2,598,0,34,5,2010,224900,FALSE,2,2,1
817,"RL",73,"NAmes","Norm","1Fam",5,1954,1954,486,1008,"GasA","Y","SBrkr",1008,1008,0,1,2,4,1,1,275,0,0,7,2006,137000,FALSE,1,2,2
818,"RL",73,"Mitchel","Norm","1Fam",8,2002,2002,1218,1568,"GasA","Y","SBrkr",1689,1689,1,2,3,7,2,3,857,150,59,7,2008,271000,FALSE,3,2,1
819,"RL",80,"ClearCr","Norm","1Fam",6,1971,1971,504,1010,"GasA","Y","SBrkr",1052,1052,1,1,3,6,0,2,440,0,0,6,2010,155000,FALSE,2,2,2
820,"RL",44,"NridgHt","Norm","TwnhsE",7,2009,2010,733,1358,"GasA","Y","SBrkr",1358,1358,1,2,2,6,1,2,484,192,35,6,2010,224000,FALSE,3,2,1
821,"RL",72,"CollgCr","Norm","1Fam",7,2003,2003,0,798,"GasA","Y","SBrkr",798,1640,0,2,3,6,0,2,595,0,45,6,2008,183000,FALSE,3,2,1
822,"RM",60,"OldTown","Norm","2fmCon",4,1953,1953,0,936,"GasA","N","SBrkr",936,936,0,1,2,4,0,2,576,0,32,2,2009,93000,FALSE,1,1,3
823,"RL",65,"Gilbert","Norm","1Fam",7,2003,2003,0,847,"GasA","Y","SBrkr",847,1733,0,2,3,7,1,2,433,100,48,10,2007,225000,FALSE,3,2,1
824,"RL",60,"SWISU","Norm","1Fam",6,1940,1950,0,778,"GasA","Y","SBrkr",944,1489,0,2,3,7,1,1,240,335,0,7,2009,139500,FALSE,2,2,3
825,"FV",81,"Somerst","Norm","1Fam",8,2006,2006,0,1489,"GasA","Y","SBrkr",1489,1489,0,2,3,7,1,2,776,0,140,6,2006,232600,FALSE,2,2,1
827,"RM",50,"BrkSide","Norm","1Fam",5,1924,1950,784,784,"GasA","Y","SBrkr",784,784,1,1,2,5,0,0,0,0,0,5,2008,109500,FALSE,2,2,2
828,"RL",65,"SawyerW","Norm","1Fam",7,2001,2001,20,1454,"GasA","Y","SBrkr",1434,1434,0,2,3,6,1,2,527,290,39,4,2009,189000,FALSE,2,2,1
829,"RL",80,"ClearCr","Norm","1Fam",5,1967,1967,249,1013,"GasA","Y","SBrkr",1160,2126,0,2,3,7,0,2,538,486,0,6,2009,185000,FALSE,4,2,3
830,"FV",24,"Somerst","Norm","Twnhs",7,2005,2005,0,600,"GasA","Y","SBrkr",520,1223,0,2,2,4,0,2,480,0,166,7,2006,147400,FALSE,3,2,1
831,"RL",80,"NAmes","Norm","1Fam",6,1957,1957,1040,1392,"GasA","Y","FuseA",1392,1392,1,1,3,6,2,2,458,0,0,6,2008,166000,FALSE,3,2,3
832,"FV",30,"Somerst","Norm","TwnhsE",7,2005,2005,0,600,"GasA","Y","SBrkr",520,1200,0,2,2,4,0,2,480,0,166,6,2006,151000,FALSE,3,2,1
833,"RL",44,"CollgCr","Norm","1Fam",7,2003,2003,483,941,"GasA","Y","SBrkr",941,1829,1,2,3,7,1,2,613,192,39,1,2010,237000,FALSE,4,2,1
834,"RL",100,"NAmes","Norm","1Fam",6,1964,1964,196,1516,"GasA","Y","SBrkr",1516,1516,0,1,3,6,0,2,472,0,0,2,2009,167000,FALSE,2,2,3
835,"RL",75,"NAmes","Norm","1Fam",5,1961,1961,572,1144,"GasA","Y","SBrkr",1144,1144,1,1,3,6,0,2,456,0,0,9,2008,139950,FALSE,2,2,2
836,"RL",60,"Sawyer","Norm","1Fam",4,1950,1995,442,1067,"GasA","Y","SBrkr",1067,1067,0,2,2,4,0,2,436,290,0,2,2010,128000,FALSE,2,2,3
837,"RM",90,"OldTown","Norm","1Fam",5,1948,1973,338,1559,"GasA","Y","SBrkr",1559,1559,1,1,2,5,0,2,812,0,116,6,2007,153500,FALSE,2,2,2
838,"RM",21,"BrDale","Norm","Twnhs",6,1973,1973,330,483,"GasA","Y","SBrkr",483,987,1,1,2,5,0,1,264,0,0,11,2008,100000,FALSE,3,2,3
839,"RL",75,"CollgCr","Norm","1Fam",5,1995,2006,0,1099,"GasA","Y","SBrkr",1099,1099,0,1,3,6,0,1,352,278,0,6,2008,144000,FALSE,2,2,1
840,"RL",70,"Edwards","Norm","1Fam",5,1946,1995,352,768,"GasA","Y","SBrkr",768,1200,0,1,3,6,0,1,240,0,0,5,2008,130500,FALSE,1,2,1
841,"RH",60,"SWISU","Norm","1Fam",6,1925,1950,156,672,"GasA","N","SBrkr",810,1482,0,2,4,7,0,1,400,0,0,3,2008,140000,FALSE,2,1,3
842,"RM",60,"OldTown","Norm","1Fam",5,1904,2002,0,650,"GasA","Y","SBrkr",958,1539,0,2,3,8,1,2,686,70,78,6,2008,157500,FALSE,2,2,2
843,"RL",82,"NAmes","Norm","1Fam",6,1966,1966,312,1127,"GasA","Y","SBrkr",1165,1165,1,1,3,6,0,2,490,0,129,5,2008,174900,FALSE,3,2,3
844,"RL",80,"NAmes","Artery","Duplex",5,1961,1961,0,1800,"GasA","N","SBrkr",1800,1800,0,2,6,10,0,0,0,0,0,7,2007,141000,FALSE,2,1,1
845,"RM",100,"OldTown","Artery","1Fam",5,1915,1950,0,876,"GasA","Y","SBrkr",876,1416,0,1,4,7,1,3,720,418,0,6,2008,153900,FALSE,2,2,2
846,"RL",71,"Sawyer","RRAe","1Fam",5,1975,1981,1390,1390,"GasA","Y","SBrkr",1701,1701,1,2,3,6,2,2,611,0,0,1,2007,171000,FALSE,3,2,3
847,"RL",75,"SawyerW","Norm","1Fam",7,1993,1993,513,740,"GasA","Y","SBrkr",1006,1775,1,2,3,7,1,2,425,234,72,7,2009,213000,FALSE,4,2,1
848,"RL",36,"CollgCr","Norm","1Fam",5,1972,1972,460,864,"GasA","Y","SBrkr",864,864,1,1,3,5,1,1,338,0,0,8,2009,133500,FALSE,2,2,1
849,"RL",75,"ClearCr","Norm","1Fam",6,1908,1997,0,907,"GasA","Y","SBrkr",1307,2358,0,3,5,10,1,2,360,486,40,9,2008,240000,FALSE,3,2,3
850,"RL",80,"Veenker","Feedr","1Fam",6,1976,1994,0,528,"GasA","Y","SBrkr",1094,1855,0,2,3,7,1,2,512,113,100,8,2007,187000,FALSE,3,2,1
851,"RM",36,"CollgCr","Norm","TwnhsE",6,2003,2003,659,848,"GasA","Y","SBrkr",848,848,1,1,1,3,0,2,420,140,0,11,2007,131500,FALSE,2,2,1
852,"RL",43,"Blmngtn","Norm","TwnhsE",8,2003,2003,0,1273,"GasA","Y","SBrkr",1456,1456,0,2,2,7,1,2,400,143,20,5,2006,215000,FALSE,2,2,1
853,"RL",53,"Crawfor","Norm","1Fam",7,1941,1950,364,918,"GasA","Y","SBrkr",918,1646,0,2,4,7,2,1,240,0,0,8,2007,164000,FALSE,2,2,2
854,"RL",73,"NAmes","Norm","1Fam",6,1964,1964,564,1127,"GasA","Y","SBrkr",1445,1445,0,1,3,7,1,2,645,180,0,8,2009,158000,FALSE,2,2,3
855,"RL",102,"Sawyer","Norm","1Fam",5,1955,1974,306,1763,"GasA","Y","SBrkr",1779,1779,1,1,3,6,1,2,454,0,418,7,2006,170000,FALSE,3,2,3
856,"RL",71,"Sawyer","Norm","1Fam",5,1962,2010,659,1040,"GasA","Y","SBrkr",1040,1040,1,1,3,6,0,1,260,0,104,4,2010,127000,FALSE,3,2,1
857,"RL",70,"CollgCr","Norm","1Fam",6,1978,1978,505,940,"GasA","Y","SBrkr",1026,1026,1,1,3,5,0,2,576,0,0,10,2008,147000,FALSE,2,2,3
858,"RL",65,"Gilbert","Norm","1Fam",6,1994,1995,0,702,"GasA","Y","SBrkr",702,1481,0,2,3,6,1,2,343,0,36,3,2009,174000,FALSE,3,2,2
859,"RL",80,"NWAmes","Norm","1Fam",7,1976,1976,0,1090,"GasA","Y","SBrkr",1370,1370,0,2,3,6,1,2,479,0,0,6,2009,152000,FALSE,2,2,3
860,"RL",80,"NWAmes","PosA","1Fam",6,1968,1984,619,1054,"GasA","Y","SBrkr",1512,2654,1,2,4,9,1,2,619,0,65,8,2006,250000,FALSE,4,2,3
861,"RL",55,"Crawfor","Norm","1Fam",7,1918,1998,0,912,"GasA","Y","SBrkr",912,1426,0,1,3,7,1,1,216,0,240,6,2007,189950,FALSE,2,2,2
862,"RL",75,"Sawyer","Norm","2fmCon",5,1965,1965,841,1039,"GasA","Y","SBrkr",1039,1039,1,1,3,6,0,2,504,0,0,4,2010,131500,FALSE,3,2,1
863,"RL",81,"SawyerW","Norm","1Fam",6,1984,1985,338,1040,"GasA","Y","SBrkr",1097,1097,0,2,3,6,0,2,480,0,0,5,2010,152000,FALSE,2,2,3
864,"RL",70,"NAmes","Norm","1Fam",5,1959,1959,1148,1148,"GasA","Y","SBrkr",1148,1148,1,1,3,6,0,1,672,0,0,7,2009,132500,FALSE,2,2,3
865,"FV",72,"Somerst","Norm","1Fam",7,2007,2008,0,1372,"GasA","Y","SBrkr",1372,1372,0,2,3,6,0,2,529,0,140,5,2008,250580,FALSE,2,2,1
866,"RL",73,"NAmes","Norm","1Fam",5,1970,1970,828,1002,"GasA","Y","SBrkr",1002,1002,1,1,3,5,0,2,902,0,0,8,2009,148500,FALSE,2,2,3
867,"RL",67,"Timber","Norm","1Fam",8,2006,2007,0,1638,"GasA","Y","SBrkr",1646,1646,0,2,3,6,1,3,870,192,80,11,2007,248900,FALSE,2,2,1
868,"RL",85,"Sawyer","Feedr","1Fam",4,1961,1961,932,1040,"GasA","Y","SBrkr",1120,1120,1,1,3,5,0,2,544,168,0,5,2007,129000,FALSE,3,2,3
869,"RL",65,"Gilbert","Feedr","1Fam",5,1948,1950,0,0,"GasA","Y","SBrkr",1547,2320,0,2,2,7,1,2,672,120,144,5,2006,169000,FALSE,2,2,2
870,"RL",80,"SawyerW","Norm","1Fam",7,1993,1994,750,1050,"GasA","Y","SBrkr",1062,1949,1,2,3,8,1,2,574,156,90,6,2010,236000,FALSE,4,2,1
871,"RL",60,"NAmes","PosN","1Fam",5,1962,1962,0,894,"GasA","N","SBrkr",894,894,0,1,2,5,0,1,308,0,0,8,2009,109500,FALSE,1,1,2
872,"RL",70,"CollgCr","Norm","1Fam",6,1998,1998,505,804,"GasA","Y","SBrkr",804,1682,0,2,3,7,0,2,523,0,77,6,2010,200500,FALSE,3,2,1
873,"RL",74,"NAmes","Norm","1Fam",5,1953,1996,0,105,"GasA","Y","SBrkr",910,910,0,1,3,5,0,2,414,196,0,10,2008,116000,FALSE,1,2,2
874,"RL",60,"NAmes","Norm","1Fam",5,1949,1950,375,832,"GasA","Y","SBrkr",1036,1268,0,1,3,6,1,1,288,0,28,9,2009,133000,FALSE,1,2,2
875,"RM",52,"OldTown","Artery","1Fam",5,1941,1950,0,676,"GasA","Y","SBrkr",676,1131,0,1,3,5,0,1,200,26,0,8,2009,66500,FALSE,2,2,1
876,"FV",75,"Somerst","Norm","1Fam",8,2007,2007,64,1184,"GasA","Y","SBrkr",1184,2610,0,2,4,11,1,2,550,208,364,8,2007,303477,FALSE,3,2,1
877,"RL",94,"Mitchel","Norm","1Fam",4,1963,1963,633,1064,"GasA","Y","SBrkr",1040,1040,1,1,3,5,0,2,648,0,0,1,2007,132250,FALSE,2,2,2
879,"RL",88,"Sawyer","Norm","1Fam",5,1961,1995,899,1109,"GasA","Y","SBrkr",1155,1155,1,1,3,6,0,2,576,192,0,6,2010,148000,FALSE,2,2,3
880,"RL",70,"CollgCr","Norm","1Fam",5,1978,2005,646,864,"GasA","Y","SBrkr",864,864,1,1,3,6,0,1,336,0,0,7,2009,136500,FALSE,2,2,1
881,"RL",60,"Edwards","Norm","1Fam",5,2005,2006,980,1090,"GasA","Y","SBrkr",1090,1090,1,1,2,5,0,2,450,0,49,6,2007,157000,FALSE,3,2,2
882,"RL",44,"Timber","Norm","1Fam",7,1990,1991,902,1156,"GasA","Y","SBrkr",1187,1717,0,2,3,7,1,2,400,168,36,4,2007,187500,FALSE,3,2,1
883,"RL",65,"Gilbert","Norm","1Fam",6,1992,1993,0,808,"GasA","Y","SBrkr",808,1593,0,2,3,7,1,2,389,342,40,12,2009,178000,FALSE,3,2,2
884,"RL",60,"SWISU","Norm","1Fam",4,1912,1950,0,795,"GasA","N","SBrkr",954,2230,1,1,5,10,0,1,440,0,188,3,2006,118500,FALSE,2,1,3
885,"RL",65,"NAmes","Norm","1Fam",5,1967,1967,432,892,"GasA","Y","SBrkr",892,892,0,1,3,5,0,1,288,0,0,7,2009,100000,FALSE,1,2,3
886,"FV",50,"Somerst","Norm","TwnhsE",9,1999,2000,1238,1698,"GasA","Y","SBrkr",1709,1709,1,2,2,5,1,2,506,97,65,1,2008,328900,FALSE,3,2,1
887,"RL",70,"NAmes","Norm","Duplex",5,1959,2005,528,1626,"GasA","Y","SBrkr",1712,1712,0,2,4,8,0,2,588,272,54,6,2006,145000,FALSE,2,2,1
888,"RL",59,"Edwards","Norm","1Fam",5,1955,1955,0,816,"GasA","Y","SBrkr",872,1393,0,1,3,8,0,1,300,121,0,4,2008,135500,FALSE,2,2,3
889,"RL",95,"NAmes","Norm","1Fam",8,1970,1970,351,2217,"GasA","Y","SBrkr",2217,2217,1,2,4,8,1,2,621,81,207,10,2007,268000,FALSE,3,2,1
890,"RL",128,"NAmes","Feedr","1Fam",6,1953,1953,1024,1505,"GasA","Y","SBrkr",1505,1505,1,1,2,6,1,2,505,0,0,2,2009,149500,FALSE,2,2,1
891,"RL",60,"NAmes","Artery","1Fam",5,1949,2006,0,672,"GasA","Y","SBrkr",672,924,0,1,3,6,1,2,576,0,0,7,2007,122900,FALSE,1,2,1
892,"RL",70,"Sawyer","Norm","1Fam",6,1978,1978,226,918,"GasA","Y","SBrkr",918,1683,0,2,3,7,1,2,440,243,0,7,2009,172500,FALSE,3,2,2
893,"RL",70,"Sawyer","Norm","1Fam",6,1963,2003,663,1059,"GasA","Y","SBrkr",1068,1068,0,1,3,6,0,1,264,192,0,2,2006,154500,FALSE,2,2,3
894,"RL",71,"Sawyer","PosN","1Fam",5,1954,1954,1064,1383,"GasA","Y","SBrkr",1383,1383,1,1,3,6,1,1,354,511,116,6,2008,165000,FALSE,2,2,3
895,"RL",64,"SawyerW","Norm","Duplex",5,1979,1979,0,0,"GasA","Y","SBrkr",1535,1535,0,2,4,8,0,2,400,0,0,6,2009,118858,FALSE,2,2,3
896,"RL",71,"NAmes","Norm","1Fam",6,1963,1963,400,780,"GasA","Y","SBrkr",983,1796,1,1,4,8,1,2,483,0,50,10,2008,140000,FALSE,3,2,3
897,"RM",50,"IDOTRR","Norm","1Fam",4,1936,1950,285,951,"GasA","N","SBrkr",951,951,0,1,2,6,0,1,327,0,28,4,2006,106500,FALSE,1,1,1
